Data set,All Authors affiliated with Dartmouth College,,,,,,,,,,
Entity,Dartmouth College,,,,,,,,,,
Year range,2013 to >2023,,,,,,,,,,
Types of publications included,all publication types,,,,,,,,,,
Self-citations,included,,,,,,,,,,
,,,,,,,,,,,
Data source,Scopus,,,,,,,,,,
Date last updated,12-Jun-24,,,,,,,,,,
,,,,,,,,,,,
Name,Scholarly Output,Most recent publication,Citations,Citations per Publication,Field-Weighted Citation Impact,h-index,Output in Top 10% Citation Percentiles (field-weighted),Oldest publication (since 1996),Scopus author ID,Scopus author profile,Primary author affiliation
"Zhang, Rui",1,2020,2,2,0.15,1,0,2020,57226040823,https://www.scopus.com/authid/detail.url?authorId=57226040823,Dartmouth College
"Conway, Peter M.",1,2019,65,65,3.18,1,1,2019,57210170219,https://www.scopus.com/authid/detail.url?authorId=57210170219,Dartmouth College
"Mahon, Brianna",1,2023,4,4,1.7,1,0,2023,58147941900,https://www.scopus.com/authid/detail.url?authorId=58147941900,Dartmouth College
"Ruby, Jessica A.",1,2014,13,13,0.51,1,0,2014,56372182800,https://www.scopus.com/authid/detail.url?authorId=56372182800,Dartmouth College
"Aquila, Christina L.",1,2021,32,32,3.38,2,1,2021,57219096189,https://www.scopus.com/authid/detail.url?authorId=57219096189,Dartmouth College
"Rono, Catherine",1,2023,2,2,1.09,2,0,2023,57219475246,https://www.scopus.com/authid/detail.url?authorId=57219475246,Spelman College
"Lee, Ian R.",1,2019,4,4,0.3,3,0,2019,57214225851,https://www.scopus.com/authid/detail.url?authorId=57214225851,Pennsylvania State University
"Pinkson, Briane M.",1,2018,21,21,1.78,2,0,2018,6505692837,https://www.scopus.com/authid/detail.url?authorId=6505692837,Unknown affiliation
"Li, Shangda",1,2021,31,31,2.6,1,1,2021,57679318800,https://www.scopus.com/authid/detail.url?authorId=57679318800,Unknown affiliation
"Latham, Alexander M.",1,2013,123,123,7.02,6,4,2010,36559773400,https://www.scopus.com/authid/detail.url?authorId=36559773400,Unknown affiliation
"Singh, Joseph U.",1,2021,1,1,0.14,3,0,2021,57201854100,https://www.scopus.com/authid/detail.url?authorId=57201854100,University of Connecticut
"Mai, Htun Ja",1,2024,0,0,0,1,0,2024,58798108100,https://www.scopus.com/authid/detail.url?authorId=58798108100,Brown University
"Wang, Yan",1,2014,13,13,0.51,1,0,2014,57768403300,https://www.scopus.com/authid/detail.url?authorId=57768403300,Dartmouth College
"Crowleya, Andrew R.",1,2015,39,39,1.03,1,0,2015,57057789000,https://www.scopus.com/authid/detail.url?authorId=57057789000,University of Massachusetts Medical School
"Tobin, David V.",1,2014,9,9,0.41,3,0,2011,48061647500,https://www.scopus.com/authid/detail.url?authorId=48061647500,Dartmouth College
"Mott, Stephen H.",1,2014,30,30,0.47,3,0,2014,7003269144,https://www.scopus.com/authid/detail.url?authorId=7003269144,University of California at Irvine
"Gilbert, Danielle",1,2024,2,2,0,2,0,2024,57216950083,https://www.scopus.com/authid/detail.url?authorId=57216950083,Dartmouth College
"Fraunberger, Michael",1,2020,6,6,0.57,1,0,2020,57219335271,https://www.scopus.com/authid/detail.url?authorId=57219335271,Dartmouth College
"Fang, Tao",1,2023,3,3,0.86,1,0,2023,58710763900,https://www.scopus.com/authid/detail.url?authorId=58710763900,Dartmouth College
"Yan, Wang",1,2015,191,191,5.76,1,1,2015,56906486700,https://www.scopus.com/authid/detail.url?authorId=56906486700,Dartmouth College
"Wei, Donglin",1,2015,0,0,0,0,0,2015,57211169950,https://www.scopus.com/authid/detail.url?authorId=57211169950,Unknown affiliation
"Kong, Emily",1,2015,4,4,1.48,1,0,2015,57189460626,https://www.scopus.com/authid/detail.url?authorId=57189460626,Dartmouth College
"Shakhau, Aliaksandr",1,2022,0,0,0,0,0,2022,57226753111,https://www.scopus.com/authid/detail.url?authorId=57226753111,Unknown affiliation
"Darrow, Margaret H.",1,2014,0,0,0,2,0,1996,6602820656,https://www.scopus.com/authid/detail.url?authorId=6602820656,Dartmouth College
"Miller, Stephanie I.",1,2020,10,10,0.51,1,0,2020,57214781426,https://www.scopus.com/authid/detail.url?authorId=57214781426,Unknown affiliation
"Peraza, Daniel M.",1,2015,1,1,0,1,0,2015,56518046900,https://www.scopus.com/authid/detail.url?authorId=56518046900,Dartmouth College
"Montgomery, Sophie H.",1,2020,11,11,1.09,2,0,2020,57770437200,https://www.scopus.com/authid/detail.url?authorId=57770437200,New York University
"Wang, Michelle",1,2022,4,4,0.56,1,0,2022,57656463500,https://www.scopus.com/authid/detail.url?authorId=57656463500,Dartmouth College
"Sanni, Victor",1,2023,0,0,0,0,0,2023,58759479500,https://www.scopus.com/authid/detail.url?authorId=58759479500,Dartmouth College
"Wahl, Lindsay",1,2018,19,19,1.31,1,0,2018,57204184791,https://www.scopus.com/authid/detail.url?authorId=57204184791,University of Rochester
"Enache, Luminita",1,2018,53,53,1.75,4,0,2018,56544491400,https://www.scopus.com/authid/detail.url?authorId=56544491400,University of Calgary
"Ermenc, Joseph J.",1,2019,0,0,0,0,0,2019,57216337275,https://www.scopus.com/authid/detail.url?authorId=57216337275,Dartmouth College
"Wong, Puichung",1,2019,55,55,4.27,4,1,2019,57200220878,https://www.scopus.com/authid/detail.url?authorId=57200220878,City University of Hong Kong
"Kamra, Dharmanshu",1,2018,2,2,0,1,0,2018,57215306634,https://www.scopus.com/authid/detail.url?authorId=57215306634,Dartmouth College
"Gutow, Joshua",1,2022,2,2,0.36,1,0,2022,58059240400,https://www.scopus.com/authid/detail.url?authorId=58059240400,Dartmouth College
"Larrondo, Luis Fernando",1,2015,115,115,2.98,30,2,2007,6603826074,https://www.scopus.com/authid/detail.url?authorId=6603826074,Pontificia Universidad Católica de Chile
"Buss, Nicholas I.",1,2013,7,7,0.1,1,0,2013,55936362200,https://www.scopus.com/authid/detail.url?authorId=55936362200,Unknown affiliation
"Crepet, William L.",1,2013,21,21,0.67,24,0,2013,6701628890,https://www.scopus.com/authid/detail.url?authorId=6701628890,Cornell University
"Mathur, Maya B.",1,2016,10,10,0.93,30,0,2016,56370881100,https://www.scopus.com/authid/detail.url?authorId=56370881100,Stanford University
"Jensen, Kennedy E.",1,2016,169,169,4.18,1,1,2016,57190578924,https://www.scopus.com/authid/detail.url?authorId=57190578924,Unknown affiliation
"Lee, Michael William",1,2024,0,0,0,13,0,2024,55890089800,https://www.scopus.com/authid/detail.url?authorId=55890089800,Dartmouth College
"Joga Ivatury, Srinivas",1,2021,4,4,0.47,1,0,2021,57258418300,https://www.scopus.com/authid/detail.url?authorId=57258418300,Dartmouth College
"Pikounis, Talia D.",1,2024,0,0,0,0,0,2024,58812071300,https://www.scopus.com/authid/detail.url?authorId=58812071300,Unknown affiliation
"Mulligan, Carrie Cahill",1,2019,16,16,1.2,1,0,2019,57210894566,https://www.scopus.com/authid/detail.url?authorId=57210894566,Dartmouth College
"Kim, Danny M.K.",1,2016,4,4,0.56,1,0,2016,57193456745,https://www.scopus.com/authid/detail.url?authorId=57193456745,Unknown affiliation
"Yazdi, Mona T.",1,2021,4,4,0.49,1,0,2021,57225979539,https://www.scopus.com/authid/detail.url?authorId=57225979539,Dartmouth College
"Fukutani, Kiyoshi Ferreira",1,2023,1,1,0.69,21,0,2023,36008465900,https://www.scopus.com/authid/detail.url?authorId=36008465900,Fundação Oswaldo Cruz
"Stram, Daniel O.",1,2016,0,0,0,90,0,2016,56785534100,https://www.scopus.com/authid/detail.url?authorId=56785534100,University of Southern California
"Li, Rui",1,2020,8,8,1.56,1,0,2020,57219008630,https://www.scopus.com/authid/detail.url?authorId=57219008630,Unknown affiliation
"Chandra, Amitabh",1,2020,3,3,0.24,42,10,2000,7201668832,https://www.scopus.com/authid/detail.url?authorId=7201668832,Harvard University
"Bennett, Joshua",1,2020,0,0,0,0,0,2020,57224992072,https://www.scopus.com/authid/detail.url?authorId=57224992072,Dartmouth College
"Fu, Whitney W.",1,2015,20,20,1.4,1,0,2015,58342557800,https://www.scopus.com/authid/detail.url?authorId=58342557800,Dartmouth College
"Trask, Christi L.",1,2023,2,2,1.15,5,0,2023,57188742682,https://www.scopus.com/authid/detail.url?authorId=57188742682,Dartmouth College
"Thompson, Caroline A.",1,2016,10,10,0.93,23,0,2016,55314268400,https://www.scopus.com/authid/detail.url?authorId=55314268400,University of North Carolina at Chapel Hill
"Fang, Chen",1,2018,18,18,0.91,1,0,2018,59041915000,https://www.scopus.com/authid/detail.url?authorId=59041915000,Unknown affiliation
"Stevens, Keelia",1,2023,3,3,1.81,1,0,2023,58533136800,https://www.scopus.com/authid/detail.url?authorId=58533136800,Dartmouth College
"Bowden, Samuel R.",1,2013,1,1,0.1,7,1,2007,23033498100,https://www.scopus.com/authid/detail.url?authorId=23033498100,National Institute of Standards and Technology
"Kim, Samuel T.",1,2017,218,218,4.6,1,1,2017,57194415736,https://www.scopus.com/authid/detail.url?authorId=57194415736,Unknown affiliation
"Bergeron-Boutin, Olivier",1,2024,0,0,0,2,0,2024,57381727900,https://www.scopus.com/authid/detail.url?authorId=57381727900,Dartmouth College
"Ovalle, Anais A.",1,2021,3,3,0.78,8,0,2021,57192946356,https://www.scopus.com/authid/detail.url?authorId=57192946356,Unknown affiliation
"O’Nell, Kathryn",1,2023,2,2,1.11,1,0,2023,58111299800,https://www.scopus.com/authid/detail.url?authorId=58111299800,Dartmouth College
"Deng, Chenhui",1,2023,3,3,1.31,1,0,2023,57644153600,https://www.scopus.com/authid/detail.url?authorId=57644153600,Dartmouth College
"Evans, Simone",1,2023,1,1,0.28,1,0,2023,57209777091,https://www.scopus.com/authid/detail.url?authorId=57209777091,Unknown affiliation
"Jobse, Bruce C.",1,2021,5,5,0.58,5,0,2021,57194574883,https://www.scopus.com/authid/detail.url?authorId=57194574883,VA Medical Center
"Hudson, Matthew F.",1,2023,7,7,3.46,2,1,2023,57454434000,https://www.scopus.com/authid/detail.url?authorId=57454434000,University of Illinois at Urbana-Champaign
"Katz, B. N.",1,2015,9,9,0.22,3,0,2015,54788972800,https://www.scopus.com/authid/detail.url?authorId=54788972800,Dartmouth College
"Fisher, Louise M.",1,2020,2,2,0.17,1,0,2020,57219164131,https://www.scopus.com/authid/detail.url?authorId=57219164131,Unknown affiliation
"Beardslee, William R.",1,2015,44,44,3.08,54,1,2015,7006611595,https://www.scopus.com/authid/detail.url?authorId=7006611595,Boston Children's Hospital
"Mastrangelo, Sand",1,2019,3,3,0.38,1,0,2019,57206692514,https://www.scopus.com/authid/detail.url?authorId=57206692514,University of Pennsylvania
"Barta, Kate Semple",1,2019,4,4,0.22,1,0,2019,59089425300,https://www.scopus.com/authid/detail.url?authorId=59089425300,Dartmouth College
"Murray, Owen B.",1,2023,0,0,0,0,0,2023,58222495100,https://www.scopus.com/authid/detail.url?authorId=58222495100,Dartmouth College
"Martín, Annabel",1,2023,0,0,0,0,0,2023,59081639500,https://www.scopus.com/authid/detail.url?authorId=59081639500,Dartmouth College
"Nguyen, Quoc Bao",1,2018,9,9,0.64,9,0,2018,23489795700,https://www.scopus.com/authid/detail.url?authorId=23489795700,Nong Lam University
"Park, Chanhyuk",1,2022,1,1,0.14,1,0,2022,57478654000,https://www.scopus.com/authid/detail.url?authorId=57478654000,Dartmouth College
"Goldbach, Peter D.",1,2013,1,1,0,1,0,2013,57088638900,https://www.scopus.com/authid/detail.url?authorId=57088638900,Health Dialog
"Stevens, Cynthia A.",1,2014,63,63,0.97,2,0,2011,37078199500,https://www.scopus.com/authid/detail.url?authorId=37078199500,Dartmouth College
"Zhang, Yuji",1,2020,25,25,2.37,1,1,2020,57220122824,https://www.scopus.com/authid/detail.url?authorId=57220122824,Dartmouth College
"Tang, Hongwei",1,2014,28,28,2.78,16,1,2014,35793927800,https://www.scopus.com/authid/detail.url?authorId=35793927800,University of Texas MD Anderson Cancer Center
"Mallampalli, Varun Rao",1,2016,121,121,4.39,4,1,2016,57189581327,https://www.scopus.com/authid/detail.url?authorId=57189581327,Unknown affiliation
"Rossi, Rebecca",1,2021,6,6,0.65,1,0,2021,57204242444,https://www.scopus.com/authid/detail.url?authorId=57204242444,Dartmouth College
"Chu Li, Tak",1,2022,7,7,0.98,1,0,2022,57476850700,https://www.scopus.com/authid/detail.url?authorId=57476850700,Dartmouth College
"Liu, Samantha L.",1,2022,17,17,1.92,1,0,2022,57443225400,https://www.scopus.com/authid/detail.url?authorId=57443225400,University of Massachusetts
"Travis, Peter W.",1,2020,2,2,2.65,3,2,2003,26034956800,https://www.scopus.com/authid/detail.url?authorId=26034956800,Dartmouth College
"Kelley, Anne R.",1,2015,4,4,0.4,1,0,2015,56673729900,https://www.scopus.com/authid/detail.url?authorId=56673729900,Unknown affiliation
"Brooks, Seth A.",1,2013,307,307,4.76,11,2,2000,7401650979,https://www.scopus.com/authid/detail.url?authorId=7401650979,Department of Veterans Affairs
"Calnan, Daniel R.",1,2021,0,0,0,6,0,2021,57195054469,https://www.scopus.com/authid/detail.url?authorId=57195054469,Unknown affiliation
"Kolankiewicz, Sophia I.",1,2022,4,4,0.8,1,0,2022,57219821307,https://www.scopus.com/authid/detail.url?authorId=57219821307,Dartmouth College
"Kim, Bertha",1,2020,407,407,20.72,1,1,2020,57216145627,https://www.scopus.com/authid/detail.url?authorId=57216145627,Dartmouth College
"Karrs, Jeremiah Xavier",1,2023,0,0,0,3,0,2023,57188670502,https://www.scopus.com/authid/detail.url?authorId=57188670502,Virginia Commonwealth University
"Hilpert, Diana C.",1,2024,0,0,0,2,0,2024,55524012300,https://www.scopus.com/authid/detail.url?authorId=55524012300,Unknown affiliation
"Delaney, Meghan",1,2013,4,4,0.16,33,0,2013,57190804857,https://www.scopus.com/authid/detail.url?authorId=57190804857,Unknown affiliation
"Seo, Tae-jun",1,2024,1,1,2.83,1,0,2024,58197189000,https://www.scopus.com/authid/detail.url?authorId=58197189000,Dartmouth College
"Graziano, Raven",1,2023,0,0,0,0,0,2023,58756111100,https://www.scopus.com/authid/detail.url?authorId=58756111100,Dartmouth College
"Hansen, Isabella S.",1,2018,14,14,0.58,3,0,2018,57202950998,https://www.scopus.com/authid/detail.url?authorId=57202950998,Washington University St. Louis
"Guo, Lijia",1,2013,42,42,1.12,12,0,2013,23984558200,https://www.scopus.com/authid/detail.url?authorId=23984558200,Unknown affiliation
"Steinberg, Alexander W.",1,2023,0,0,0,1,0,2023,57832361500,https://www.scopus.com/authid/detail.url?authorId=57832361500,Unknown affiliation
"Mullen, Hailey",1,2024,0,0,0,0,0,2024,58918646300,https://www.scopus.com/authid/detail.url?authorId=58918646300,Dartmouth College
"Fairbanks, Maeve K.",1,2023,1,1,0.76,1,0,2023,58000470300,https://www.scopus.com/authid/detail.url?authorId=58000470300,Dartmouth College
"Vértesi, Vera",1,2016,14,14,1.51,7,0,2016,6508275665,https://www.scopus.com/authid/detail.url?authorId=6508275665,University of Vienna
"Peng, Yuxuan",1,2023,0,0,0,0,0,2023,58799571000,https://www.scopus.com/authid/detail.url?authorId=58799571000,Dartmouth College
"Tibbetts, Amanda R.",1,2021,9,9,1.25,1,0,2021,57222409590,https://www.scopus.com/authid/detail.url?authorId=57222409590,Dartmouth College
"Souba, Wiley Chip",1,2015,2,2,0,1,0,2015,56799138100,https://www.scopus.com/authid/detail.url?authorId=56799138100,Dartmouth College
"ByrneSim, Bay Lauris",1,2015,8,8,0.78,1,0,2015,37114245600,https://www.scopus.com/authid/detail.url?authorId=37114245600,Unknown affiliation
"de la Rosa, Roberto C.",1,2020,39,39,1.75,1,0,2020,57214091770,https://www.scopus.com/authid/detail.url?authorId=57214091770,Dartmouth College
"Rapaport, Russell",1,2023,5,5,3.13,1,1,2023,58179395900,https://www.scopus.com/authid/detail.url?authorId=58179395900,Dartmouth College
"Smertnig, Daniel",1,2019,6,6,1.19,7,0,2019,55769198400,https://www.scopus.com/authid/detail.url?authorId=55769198400,University of Graz
"Mandell, Georgia A.",1,2022,0,0,0,0,0,2022,57712832000,https://www.scopus.com/authid/detail.url?authorId=57712832000,Unknown affiliation
"Steltenpohl, Crystal N.",1,2024,0,0,0,5,0,2024,56544742500,https://www.scopus.com/authid/detail.url?authorId=56544742500,Dartmouth College
"Guo, Yufan",1,2013,2,2,0,1,0,2013,57215327974,https://www.scopus.com/authid/detail.url?authorId=57215327974,Dartmouth College
"Cha, Sandolsam",1,2015,4,4,0.15,2,0,2015,56900497800,https://www.scopus.com/authid/detail.url?authorId=56900497800,Montefiore Health System
"Gorjifard, Sayeh",1,2013,7,7,0.21,4,0,2013,55773394300,https://www.scopus.com/authid/detail.url?authorId=55773394300,National Institutes of Health
"Basch, Ethan M.",1,2018,246,246,5.51,76,1,2018,6603807430,https://www.scopus.com/authid/detail.url?authorId=6603807430,University of North Carolina at Chapel Hill
"Cui, Zhu",1,2018,3,3,0.19,1,0,2018,57204636129,https://www.scopus.com/authid/detail.url?authorId=57204636129,Dartmouth College
"Sodano, Andrea G.",1,2017,0,0,0,1,1,2007,57205091939,https://www.scopus.com/authid/detail.url?authorId=57205091939,Dartmouth College
"Scheible, Henry",1,2023,0,0,0,0,0,2023,58882573200,https://www.scopus.com/authid/detail.url?authorId=58882573200,Unknown affiliation
"Salikhov, Ildar Kh",1,2014,49,49,11.01,13,1,2003,7003510020,https://www.scopus.com/authid/detail.url?authorId=7003510020,Dartmouth College
"Stump, Courtney T.",1,2021,15,15,1.24,5,0,2021,57223928847,https://www.scopus.com/authid/detail.url?authorId=57223928847,Massachusetts General Hospital
"Cowdery, C. P.",1,2015,12,12,0.83,1,0,2015,56672858600,https://www.scopus.com/authid/detail.url?authorId=56672858600,Unknown affiliation
"Luciano, Marcus R.",1,2016,13,13,0.38,3,0,2012,55277637300,https://www.scopus.com/authid/detail.url?authorId=55277637300,Dartmouth College
"Jensen, Amanda",1,2015,10,10,0.86,1,0,2015,56865269000,https://www.scopus.com/authid/detail.url?authorId=56865269000,Unknown affiliation
"Klepac, Kristen M.",1,2013,4,4,0.1,1,0,2013,55900728400,https://www.scopus.com/authid/detail.url?authorId=55900728400,Dartmouth College
"Toth, Brigitta",1,2023,4,4,1.49,1,0,2023,58825198700,https://www.scopus.com/authid/detail.url?authorId=58825198700,Research Centre for Natural Sciences
"Bryant, Amber",1,2013,5,5,0.11,1,0,2013,55999148500,https://www.scopus.com/authid/detail.url?authorId=55999148500,Dartmouth College
"Zhuravlev, Pavel",1,2024,0,0,0,0,0,2024,58790680900,https://www.scopus.com/authid/detail.url?authorId=58790680900,Dartmouth College
"Dustin Boone, M.",1,2021,0,0,0,1,0,2021,57222869960,https://www.scopus.com/authid/detail.url?authorId=57222869960,Unknown affiliation
"Korotkova, Olga",1,2023,6,6,45.25,57,1,2023,7003696186,https://www.scopus.com/authid/detail.url?authorId=7003696186,University of Miami
"Kamen, Yasmine",1,2024,0,0,0,5,0,2024,57204041788,https://www.scopus.com/authid/detail.url?authorId=57204041788,University of Cambridge
"Everson, Todd M.",1,2016,24,24,1.22,20,0,2016,55343073800,https://www.scopus.com/authid/detail.url?authorId=55343073800,Emory University
"Berchuck, Andrew W.",1,2016,0,0,0,77,0,2016,7102996492,https://www.scopus.com/authid/detail.url?authorId=7102996492,Duke University
"Salkever, David S.",1,2013,89,89,3.66,23,1,2013,7004310598,https://www.scopus.com/authid/detail.url?authorId=7004310598,"University of Maryland, Baltimore County"
"Fleskes, Raquel E.",1,2024,0,0,0,4,0,2024,57203382787,https://www.scopus.com/authid/detail.url?authorId=57203382787,Dartmouth College
