,uid,title,authors,researcherIds,pubyear,source_title,volume,page_start,page_end,page_count,doi,issn,eissn,isbn,citation_counts,author_keywords,record_links,citing_links,reference_links,related_links
326,WOS:001149293400001,Is Pumba still beloved? People's perception on wild boar in Portugal,"Valente, AM; Figueiredo, AM; Acevedo, P; Martins, R; Fonseca, C; Torres, RT; Delibes-Mateos, M",IHT-9241-2023; O-5559-2019; L-6737-2013; DUJ-0134-2022; D-9744-2011; G-1638-2011; F-8733-2014,2024,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,70,,,12,10.1007/s10344-024-01769-4,1612-4642,1439-0574,,1,human dimension of wildlife; hunting; questionnaires; socioecological; ungulates; wild boar,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001149293400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001149293400001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001149293400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001149293400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
327,WOS:001150936900001,"Effectiveness, Tolerability, and Drug Survival of Risankizumab in a Real-World Setting: A Three-Year Retrospective Multicenter Study-IL PSO (ITALIAN LANDSCAPE PSORIASIS)","Gargiulo, L; Ibba, L; Malagoli, P; Amoruso, F; Argenziano, G; Balato, A; Bardazzi, F; Burlando, M; Carrera, CG; Damiani, G; Dapavo, P; Dini, V; Franchi, C; Gaiani, FM; Girolomoni, G; Guarneri, C; Lasagni, C; Loconsole, F; Marzano, AV; Maurelli, M; Megna, M; Orsini, D; Sampogna, F; Travaglini, M; Valenti, M; Costanzo, A; Narcisi, A",AAB-4094-2021; JRW-1769-2023; DVN-8866-2022; GLW-0077-2022; CEB-5010-2022; K-5655-2016; HKE-8187-2023; AAO-9931-2021; EPT-8559-2022; AAG-6507-2019; CMP-5130-2022; DTX-3149-2022; JCF-4577-2023; ICR-9605-2023; AAC-3405-2022; FZQ-4064-2022; FKH-9129-2022; OGB-2175-2025; GBM-1749-2022; HZI-2009-2023; AFH-8701-2022; AAC-4653-2022; J-2636-2019; EBZ-4070-2022; ABE-7294-2020; GZG-2433-2022; HJY-8031-2023,2024,JOURNAL OF CLINICAL MEDICINE,13,,,13,10.3390/jcm13020495,,2077-0383,,13,psoriasis; risankizumab; real-world evidence; biological therapy,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001150936900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001150936900001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001150936900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001150936900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
328,WOS:001142527000014,Mapping the genomic landscape of multidrug resistance in <i>Plasmodium falciparum</i> and its impact on parasite fitness,"Mok, S; Yeo, TM; Hong, DV; Shears, MJ; Ross, LS; Ward, KE; Dhingra, SK; Kanai, M; Bridgford, JL; Tripathi, AK; Mlambo, G; Burkhard, AY; Ansbro, MR; Fairhurst, KJ; Gil-Iturbe, E; Park, H; Rozenberg, FD; Kim, J; Mancia, F; Fairhurst, RM; Quick, M; Uhlemann, AC; Sinnis, P; Fidock, DA",AHB-0773-2022; IVF-2867-2023; EZI-3477-2022; GBZ-7549-2022; GBX-4812-2022; DZN-8295-2022; J-8886-2019; FZF-6231-2022; DVE-0902-2022; HKF-7957-2023; FMI-7791-2022; CIP-2171-2022; DVU-5260-2022; GXJ-0757-2022; C-4387-2018; JHU-4047-2023; GDB-1897-2022; HYO-0587-2023; DWU-0704-2022; EXA-4068-2022; DWD-3331-2022; GER-6233-2022; EAM-0026-2022; LGY-4605-2024,2023,SCIENCE ADVANCES,9,,,22,10.1126/sciadv.adi2364,2375-2548,,,16,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001142527000014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001142527000014&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001142527000014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001142527000014&DestLinkType=RelatedRecords&DestApp=WOS_CPL
329,WOS:001062052700001,METTL3 inhibition induced by M2 macrophage-derived extracellular vesicles drives anti-PD-1 therapy resistance via M6A-CD70-mediated immune suppression in thyroid cancer,"Ning, JY; Hou, XK; Hao, J; Zhang, W; Shi, Y; Huang, Y; Ruan, XH; Zheng, XQ; Gao, M",FRI-3360-2022; FBR-0031-2022; MOZ-2857-2025; IWS-8173-2023; DRO-6958-2022; JEV-0506-2023; DXR-8802-2022; KKZ-3931-2024; IXZ-7267-2023,2023,CELL DEATH AND DIFFERENTIATION,30,2265,2279,15,10.1038/s41418-023-01217-x,1350-9047,1476-5403,,63,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001062052700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001062052700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001062052700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001062052700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
330,WOS:001159614700031,Knowledge Archaeology of Light Environment Art in the Era of Media Convergence,"Xu, HT; Zhang, L",MSV-8107-2025; HGP-6917-2022,2023,"HCI INTERNATIONAL 2023 LATE BREAKING PAPERS, HCII 2023, PT III",14056,438,453,16,10.1007/978-3-031-48044-7_31,0302-9743,1611-3349,978-3-031-48043-0,0,light environment art; discipline crossing; knowledge archaeology,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001159614700031&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001159614700031&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001159614700031&DestLinkType=RelatedRecords&DestApp=WOS_CPL
331,WOS:001166657000003,"The Demise of Science and Religion, and the Return of Theology and Magic","Tyson, P",JZS-5860-2024,2023,RELIGION AND THEOLOGY-A JOURNAL OF CONTEMPORARY RELIGIOUS DISCOURSE,30,220,243,24,10.1163/15743012-bja10058,1023-0807,1574-3012,,0,science and religion; theology and magic,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001166657000003&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001166657000003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001166657000003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
332,WOS:000987257700001,Apatinib remodels the immunosuppressive tumor ecosystem of gastric cancer enhancing anti-PD-1 immunotherapy,"Luo, QC; Dong, ZA; Xie, W; Fu, XT; Lin, LY; Zeng, Q; Chen, YG; Ye, GD; Chen, ML; Hu, HY; Wang, L; Xie, YY; Cai, WY",IDY-5200-2023; ISC-1650-2023; LHS-4009-2024; CPK-9872-2022; DBU-9168-2022; MRX-1969-2025; LLK-7112-2024; B-3322-2017; KFT-5493-2024; MVO-5508-2025; GSE-3040-2022; KGH-5984-2024; LGW-9233-2024,2023,CELL REPORTS,42,,,24,10.1016/j.celrep.2023.112437,2211-1247,,,30,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000987257700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000987257700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000987257700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000987257700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
333,WOS:001177554300001,"Exploring the Clinical Assessment, Guidelines, and Options for the Treatment of Generalized Pustular Psoriasis [Podcast]","Song, EJ; Liu, C",DSU-7259-2022; None,2023,CLINICAL COSMETIC AND INVESTIGATIONAL DERMATOLOGY,16,2911,2917,7,10.2147/CCID.S442437,1178-7015,,,2,generalized pustular psoriasis; clinical assessment; treatment guidelines; interleukin-36 pathway,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001177554300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001177554300001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001177554300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001177554300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
334,WOS:001178700000001,Immune-restoring CAR-T cells display antitumor activity and reverse immunosuppressive TME in a humanized ccRCC mouse model,"Wang, YF; Cho, JW; Kastrunes, G; Buck, A; Razimbaud, C; Culhane, AC; Sun, JS; Braun, DA; Choueiri, TK; Wu, CJ; Jones, K; Nguyen, QD; Zhu, Z; Wei, KV; Zhu, Q; Signoretti, S; Freeman, GJ; Hemberg, M; Marasco, WA",MFD-2282-2025; EQE-4824-2022; GOZ-1902-2022; FZM-5663-2022; DNR-9002-2022; AAG-8490-2019; EAL-1588-2022; GDW-1263-2022; K-5238-2019; JKN-5921-2023; FBT-3387-2022; IAG-4994-2023; IAH-3380-2023; KSI-2525-2024; IPT-3484-2023; DYP-9471-2022; ADF-6477-2022; AFM-1175-2022; DXU-9886-2022,2024,ISCIENCE,27,,,22,10.1016/j.isci.2024.108879,,2589-0042,,13,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001178700000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001178700000001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001178700000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001178700000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
335,WOS:001191743700001,"""Wholeness Is No Trifling Matter"": Toward an Epistemology of Care, Touch, and Celebration in Education","Okello, WK; Savage, SS",HOF-4115-2023; KJT-4741-2024,2024,EDUCATION SCIENCES,14,,,19,10.3390/educsci14030217,,2227-7102,,2,wholeness; epistemology; care; touch; celebration; political threats,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001191743700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001191743700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001191743700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001191743700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
336,WOS:001182025900015,THE INTERFACE BETWEEN HUMANS AND OTHER PRIMATES The case of the Republic of Guinea-Bissau,"Casanova, C; Costa, S",GCV-6464-2022; DUC-1486-2022,2024,METODE SCIENCE STUDIES JOURNAL,,125,131,7,10.7203/metode.14.25532,2174-3487,2174-9221,,0,chimpanzees; local communities; shared ecologies; anthropogenic landscapes; conservation,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001182025900015&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001182025900015&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001182025900015&DestLinkType=RelatedRecords&DestApp=WOS_CPL
337,WOS:001196361500010,"A NEW CLIMATE FOR HUMAN NATURE? NAVIGATING SOCIAL THEORY THROUGH POSTNATURE, THE ANTHROPOCENE AND POSTHUMANISM","Jankovic, S",FDX-9439-2022,2024,PHILOSOPHY AND SOCIETY-FILOZOFIJA I DRUSTVO,35,53,80,28,10.2298/FID2401053J,0353-5738,2334-8577,,0,"anthropocene,; postnature human; nature posthumanism,; planet.",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001196361500010&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001196361500010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001196361500010&DestLinkType=RelatedRecords&DestApp=WOS_CPL
338,WOS:001179150300014,Noninvasive Monitoring of Immunotherapy in Lung Cancer by Lymphocyte Activation Gene 3 PET Imaging of Tumor-Infiltrating Lymphocytes,"Quan, Z; Han, ZG; Yang, Y; Wang, JN; Wang, H; Yang, LL; Rong, A; Hu, XX; Wang, J; Li, XN; Li, XQ; Yu, H; Chen, W; Wang, K; Sun, XL",DNV-7665-2022; DVJ-1168-2022; JYO-3401-2024; JLY-2031-2023; KAG-5793-2024; LHF-3320-2024; M-6369-2016; LPT-5574-2024; ISY-2746-2023; LIL-6637-2024; KZH-4966-2024; MRJ-3957-2025; MGB-6006-2025; KFI-8168-2024; GXH-0270-2022,2024,JOURNAL OF NUCLEAR MEDICINE,65,25,32,8,10.2967/jnumed.123.266002,0161-5505,1535-5667,,7,words; lung cancer; immunotherapy; lag-3; til; pet,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001179150300014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001179150300014&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001179150300014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001179150300014&DestLinkType=RelatedRecords&DestApp=WOS_CPL
339,WOS:001209257600001,Nothing short of a revolution: Novel extended half-life factor VIII replacement products and non-replacement agents reshape the treatment landscape in hemophilia A,"Abdelgawad, HAH; Foster, R; Otto, M",FXV-8719-2022; ETP-2455-2022; N-1360-2015,2024,BLOOD REVIEWS,64,,,16,10.1016/j.blre.2023.101164,0268-960X,1532-1681,,15,hemophilia a; extended half-life factor viii; efanesoctocog alfa; non -factor replacement; emicizumab,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001209257600001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001209257600001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001209257600001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001209257600001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
340,WOS:001198305600003,Like Dust in the Wind: A Critical Introduction to Takagi Kyozo's Manchurian Literature,"Solomon, JL",DTK-7267-2022,2023,JAPAN REVIEW,38,51,72,22,,0915-0986,2434-3129,,0,minor literature; takagi kyozo; regional literature; manchuria; manchukuo; japanese imperialism; place; japanese literature; settler-colonial literature,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001198305600003&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001198305600003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001198305600003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
341,WOS:001214562200001,PI3K/mTOR inhibition induces tumour microenvironment remodelling and sensitises pS6<SUP>high</SUP> uterine leiomyosarcoma to PD-1 blockade,"De Wispelaere, W; Annibali, D; Tuyaerts, S; Messiaen, J; Antoranz, A; Shankar, G; Dubroja, N; Herreros-Pomares, A; Baiden-Amissah, REM; Orban, MP; Delfini, M; Berardi, E; Van Brussel, T; Schepers, R; Philips, G; Boeckx, B; Baietti, MF; Congedo, L; HoWangYin, KY; Bayon, E; Van Rompuy, AS; Leucci, E; Tabruyn, SP; Bosisio, F; Mazzone, M; Lambrechts, D; Amant, F",FZX-2790-2022; AAE-3004-2019; J-6625-2019; DGB-0216-2022; ABA-3246-2021; LVI-8024-2024; HIY-2551-2022; J-2071-2017; GEV-0299-2022; HKD-1569-2023; KEH-5721-2024; AAC-9753-2019; EBR-0770-2022; ITU-8540-2023; GPI-8429-2022; CFO-6967-2022; HJI-1425-2023; MOH-8726-2025; CTW-2764-2022; CFW-1938-2022; MYN-8042-2025; G-4938-2011; GEW-2867-2022; FZT-2115-2022; NIV-0920-2025; AAJ-3167-2020; W-7436-2019,2024,CLINICAL AND TRANSLATIONAL MEDICINE,14,,,24,10.1002/ctm2.1655,2001-1326,,,10,anti-pd-1 therapy; humanized patient-derived xenograft models; immune-modulation; pi3k/mtor inhibitors; resistance; uterine leiomyosarcoma,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001214562200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001214562200001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001214562200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001214562200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
342,WOS:001220719700001,Flexible learning dimensions in higher education: aligning students' and educators' perspectives for more inclusive practices,"El Galad, A; Betts, DH; Campbell, N",IVK-1948-2023; B-7414-2015; MUV-8554-2025,2024,FRONTIERS IN EDUCATION,9,,,13,10.3389/feduc.2024.1347432,,2504-284X,,10,flexibility; higher education; perspectives; students; educators,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001220719700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001220719700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001220719700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001220719700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
343,WOS:001223733500001,Comprehensive gene profiling of the metabolic landscape of humanized livers in mice,"Jiang, CF; Li, P; Ma, YH; Yoneda, N; Kawai, K; Uehara, S; Ohnishi, Y; Suemizu, H; Cao, HM",AFW-5879-2022; DUT-7760-2022; ABZ-0502-2022; EFC-8998-2022; OMP-4024-2025; DYM-8160-2022; DKT-8336-2022; DXW-3007-2022; MTV-0019-2025,2024,JOURNAL OF HEPATOLOGY,80,,,13,10.1016/j.jhep.2023.11.020,0168-8278,1600-0641,,4,human liver transcriptome; humanized liver; nanopore single-molecule direct rna sequencing (drs); m6a modification; poly(a) tail length; metabolism,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001223733500001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001223733500001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001223733500001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001223733500001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
344,WOS:001222438800001,Wildlife following people: A multidisciplinary assessment of the ancient colonization of the Mediterranean Basin by a long-lived raptor,"Moleón, M; Graciá, E; García, N; Gil-Sánchez, JM; Godinho, R; Beja, P; Palma, L; Real, J; Hernández-Matías, A; Muñoz, AR; Arrondo, E; Sánchez-Zapata, JA",K-2875-2014; H-2270-2015; JGW-7838-2023; J-4282-2017; L-6804-2013; A-7851-2008; L-7826-2013; L-1590-2017; GBE-3545-2022; K-8259-2014; ABG-1859-2020; H-1413-2015,2024,PEOPLE AND NATURE,6,1303,1319,17,10.1002/pan3.10642,,2575-8314,,3,apparent competition; aquila chrysaetos; aquila fasciata; bonelli's eagle; fossil record; golden eagle; human-mediated competitor release; interglacial periods,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001222438800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001222438800001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001222438800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001222438800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
345,WOS:001224545500001,Targeting squalene epoxidase restores anti-PD-1 efficacy in metabolic dysfunction-associated steatohepatitis-induced hepatocellular carcinoma,"Wen, J; Zhang, X; Wong, CC; Zhang, YT; Pan, YS; Zhou, YF; Cheung, AHK; Liu, Y; Ji, FF; Kang, X; Liu, DB; Yu, J",KEC-4874-2024; N-7918-2015; HMN-3461-2023; ADM-0781-2022; FTQ-9638-2022; ABD-0600-2022; OML-5005-2025; ODO-4565-2025; FBW-6502-2022; AAA-5592-2022; GNH-2648-2022; D-8569-2015,2024,GUT,73,2023,2036,14,10.1136/gutjnl-2023-331117,0017-5749,1468-3288,,29,hepatobiliary cancer; nonalcoholic steatohepatitis; immunotherapy; lipoprotein-cholesterol,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001224545500001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001224545500001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001224545500001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001224545500001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
